approved	synonyms
KMT2B	KIAA0304,MLL2,TRX2,HRX2,WBP7,MLL1B,MLL4,CXXC10
KMT2C	MLL3,KIAA1506,HALR
KMT2D	TNRC21,MLL2,ALR,MLL4,CAGL114
KMT2E	MLL5,HDCMC04P
KNCN	FLJ32011,KINO,L5
KNDC1	RASGEF2,C10orf23,KIAA1768,bB439H18.3,FLJ25027
KNG1	KNG,BDK,BK
KNOP1	C16orf88,101F10.1,FAM191A,TSG118
KNSTRN	C15orf23,FLJ14502,SKAP,kinastrin,TRAF4AF1
KNTC1	KIAA0166,ROD
KPNA1	SRP1,RCH2,NPI-1,IPOA5
KPNA2	RCH1,SRP1alpha,IPOA1,QIP2
KPNA3	SRP1gamma,SRP4,hSRP1,IPOA4
KPNA4	QIP1,SRP3,IPOA3,MGC12217,MGC26703
KPNA5	SRP6,IPOA6
KPNA6	IPOA7,KPNA7,MGC17918,FLJ11249
KPNA7	NA
KPNB1	NTF97,IPOB,MGC2155,MGC2156,MGC2157,IMB1,Impnb,IPO1
KPRP	C1orf45
KPTN	2E4
KRAS	KRAS2,KRAS1
KRBA1	KIAA1862
KRBA2	NA
KRBOX1	NA
KRBOX4	ZNF673,FLJ20344
KRCC1	FLJ22333
KREMEN1	KREMEN,KRM1
KREMEN2	MGC10791,KRM2
KRI1	FLJ12949
KRIT1	CCM1,CAM
KRR1	HRB2,RIP-1
KRT1	EHK1,KRT1A
KRT2	KRT2A,KRTE
KRT3	CK3,K3
KRT4	CYK4,CK4,K4
KRT5	EBS2,KRT5A
KRT6A	KRT6C,KRT6D,CK6C,K6C,CK6D,K6D
KRT6B	KRTL1
KRT6C	KRT6E
KRT7	K7,CK7,K2C7,SCL
KRT8	CARD2,K8,CK8,CYK8,K2C8,KO
KRT9	EPPK,K9,CK-9
KRT10	KPP,K10,CK10
KRT12	K12
KRT13	K13,CK13,MGC3781,MGC161462
KRT14	EBS3,EBS4
KRT15	K15,CK15,K1CO
KRT16	NEPPK
KRT17	PCHC1
KRT18	NA
KRT19	K19,CK19,K1CS,MGC15366
KRT20	CK20,K20,MGC35423
KRT23	K23,DKFZP434G032,HAIK1,CK23,MGC26158
KRT24	FLJ20261,MGC138169,MGC138173
KRT25	KRT25A
KRT26	KRT25B
KRT27	KRT25C
KRT28	KRT25D
KRT31	KRTHA1,Ha-1
KRT32	KRTHA2,Ha-2
KRT33A	KRTHA3A,Ha-3I,Krt1-3
KRT33B	KRTHA3B,Ha-3II
KRT34	KRTHA4,Ha-4
KRT35	KRTHA5,Ha-5
KRT36	KRTHA6
KRT37	KRTHA7
KRT38	KRTHA8
KRT39	KA35
KRT40	FLJ36600,KA36
KRT71	KRT6IRS,KRT6IRS1,K6IRS1
KRT72	K6IRS2,KRT6IRS2,KRT6,K6irs
KRT73	KRT6IRS3,K6IRS3
KRT74	K6IRS4,KRT5C,KRT6IRS4
KRT75	K6HF
KRT76	HUMCYT2A,KRT2B,KRT2P
KRT77	KRT1B
KRT78	K5B
KRT79	K6L,KRT6L
KRT80	KB20
KRT81	KRTHB1,Hb-1
KRT82	KRTHB2,Hb-2
KRT83	KRTHB3,Hb-3
KRT84	KRTHB4,Hb-4
KRT85	KRTHB5,Hb-5
KRT86	KRTHB6,MNX,Hb6
KRT222	KRT222P,KA21,MGC45562
KRTAP1-1	KAP1.1B,HB2A,KAP1.1,KAP1.1A
KRTAP1-3	KAP1.3
KRTAP1-4	KAP1.4
KRTAP1-5	KAP1.5
KRTAP2-1	KAP2.1A
KRTAP2-2	KAP2.2
KRTAP2-3	KAP2.3
KRTAP2-4	KAP2.4
KRTAP3-1	KAP3.1
KRTAP3-2	KAP3.2
KRTAP3-3	KAP3.3
KRTAP4-1	KRTAP4-10,KAP4.1,KAP4.10
KRTAP4-2	KAP4.2
KRTAP4-3	KAP4.3
KRTAP4-4	KRTAP4-13,KAP4.4,KAP4.13
KRTAP4-5	KAP4.5
KRTAP4-6	KRTAP4-15,KAP4.6,KAP4.15
KRTAP4-7	KAP4.7
KRTAP4-8	KAP4.8
KRTAP4-9	KAP4.9
KRTAP4-11	KRTAP4-14,KAP4.11,KAP4.14
KRTAP4-12	KAP4.12
KRTAP5-1	KRN1L,KRTAP5.1
KRTAP5-2	KRTAP5.2,KRTAP5-8
KRTAP5-3	KRTAP5.3,KRTAP5-9
KRTAP5-4	KRTAP5.4
KRTAP5-5	KRTAP5.5,KRTAP5-11
KRTAP5-6	KRTAP5.6
KRTAP5-7	KRTAP5.7,KRTAP5-3
KRTAP5-8	KRTAP5.8,UHSKerB,KRTAP5-2
KRTAP5-9	KRN1,KRTAP5.9,KRTAP5-1
KRTAP5-10	KRTAP5.10
KRTAP5-11	KRTAP5.11,KRTAP5-6
KRTAP6-1	KAP6.1,C21orf103
KRTAP6-2	KAP6.2
KRTAP6-3	KAP6.3
KRTAP7-1	KAP7.1
KRTAP8-1	KAP8.1
KRTAP9-1	KRTAP9L3,KAP9.1
KRTAP9-2	KAP9.2
KRTAP9-3	KAP9.3
KRTAP9-4	KAP9.4
KRTAP9-6	KRTAP9L2,KAP9.6
KRTAP9-7	KRTAP9L1,KAP9.7
KRTAP9-8	KAP9.8
KRTAP9-9	KRTAP9-5,KAP9.9,KAP9.5
KRTAP10-1	KRTAP18-1,KAP10.1,KAP18.1
KRTAP10-2	KRTAP18-2,KAP10.2,KAP18.2
KRTAP10-3	KRTAP18-3,KAP10.3,KAP18.3
KRTAP10-4	KRTAP18-4,KRTAP18.4,KAP10.4
KRTAP10-5	KRTAP18-5,KAP10.5,KAP18.5
KRTAP10-6	KRTAP18-6,KRTAP18.6,KAP18.6,KAP10.6
KRTAP10-7	KRTAP18-7,KAP10.7,KAP18.7
KRTAP10-8	KRTAP18-8,KRTAP18.8,KAP10.8
KRTAP10-9	KRTAP18-9,KAP10.9,KAP18.9
KRTAP10-10	KAP10.10,KAP18.10,KRTAP18-10
KRTAP10-11	KRTAP18-11,KRTAP18.11,KAP18.11,KAP10.11
KRTAP10-12	KRTAP18-12,KRTAP18.12,KAP10.12
KRTAP11-1	KAP11.1
KRTAP12-1	KRTAP12.1,KAP12.1
KRTAP12-2	KRTAP12.2,KAP12.2
KRTAP12-3	KRTAP12.3
KRTAP12-4	KRTAP12.4
KRTAP13-1	KAP13.1
KRTAP13-2	KAP13-2
KRTAP13-3	KAP13.3
KRTAP13-4	KAP13.4
KRTAP15-1	KAP15.1
KRTAP16-1	KAP16.1
KRTAP17-1	KAP17.1
KRTAP19-1	KAP19.1
KRTAP19-2	KAP19.2
KRTAP19-3	KAP19.3
KRTAP19-4	KAP19.4
KRTAP19-5	KAP19.5
KRTAP19-6	KAP19.6
KRTAP19-7	KAP19.7
KRTAP19-8	NA
KRTAP20-1	KAP20.1
KRTAP20-2	KAP20.2
KRTAP20-3	KRTAP19P4,KAP20.3,KAP19D
KRTAP21-1	KAP21.1
KRTAP21-2	KAP21.2
KRTAP21-3	NA
KRTAP22-1	KAP22.1
KRTAP22-2	KAP22.2
KRTAP23-1	KAP23.1
KRTAP24-1	KAP24.1
KRTAP25-1	KAP25.1
KRTAP26-1	NA
KRTAP27-1	NA
KRTAP29-1	KAP29.2
KRTCAP2	KCP2
KRTCAP3	KCP3
KRTDAP	KDAP,UNQ467
KSR1	KSR,RSU2
KSR2	FLJ25965
KTI12	TOT4,MGC20419,SBBI81
KTN1	KIAA0004,CG1
KXD1	C19orf50,FLJ25480,MGC2749,KXDL
KY	FLJ33207
KYNU	NA
L1CAM	HSAS1,SPG1,HSAS,MASA,MIC5,S10,CD171
L1TD1	FLJ10884,ECAT11
L2HGDH	C14orf160,FLJ12618
L3HYPDH	C14orf149,FLJ25436
L3MBTL1	L3MBTL,ZC2HC3,dJ138B7.3,DKFZp586P1522,KIAA0681
L3MBTL2	H-l(3)mbt-l,DKFZP761I141,dJ756G23.3
L3MBTL3	KIAA1798
L3MBTL4	FLJ35936,HsT1031
LACC1	C13orf31,FLJ38725
LACE1	AFG1
LACRT	LACRITIN
LACTB	MRPL56,FLJ14902
LACTB2	CGI-83
LACTBL1	NA
LAD1	NA
LAG3	CD223
LAGE3	ITBA2,CVG5,DXS9951E,DXS9879E,ESO3
LAIR1	CD305
LAIR2	CD306
LALBA	LYZL7
LAMA1	LAMA
LAMA2	LAMM
LAMA3	LAMNA,nicein-150kDa,kalinin-165kDa,BM600-150kDa,epiligrin
LAMA4	LAMA3
LAMA5	NA
LAMB1	CLM
LAMB2	LAMS
LAMB3	LAMNB1,nicein-125kDa,kalinin-140kDa,BM600-125kDa
LAMB4	NA
LAMC1	LAMB2
LAMC2	EBR2,LAMB2T,LAMNB2,EBR2A,nicein-100kDa,kalinin-105kDa,BM600-100kDa
LAMC3	DKFZp434E202
LAMP1	CD107a
LAMP2	CD107b
LAMP3	LAMP,TSC403,DC-LAMP,DCLAMP,CD208
LAMP5	C20orf103,dJ1119D9.3,BAD-LAMP,UNC-43
LAMTOR1	C11orf59,FLJ20625,p18,p27RF-Rho,Pdro,Ragulator1
LAMTOR2	ROBLD3,MAPBPIP,MAPKSP1AP,p14,ENDAP,Ragulator2
LAMTOR3	MAP2K1IP1,MAPKSP1,MP1,MAPBP,Ragulator3
LAMTOR4	C7orf59
LAMTOR5	HBXIP,XIP,MGC71071
LANCL1	GPR69A,p40
LANCL2	GPR69B,TASP
LANCL3	FLJ42925
LAP3	PEPS,LAPEP,LAP
LAPTM4A	MBNT,HUMORF13,KIAA0108,Mtrp,LAPTM4
LAPTM4B	LC27
LAPTM5	NA
LARGE	KIAA0609
LARP1	LARP,KIAA0731,MGC19556
LARP1B	LARP2,FLJ10378,DKFZp434K245,DKFZp686E0316
LARP4	PP13296
LARP4B	KIAA0217,LARP5
LARP6	acheron,FLJ11196
LARP7	HDCMA18P,PIP7S,DKFZP564K112
LARS	HSPC192,FLJ10595,FLJ21788,LARS1,LEUS,RNTLS
LARS2	KIAA0028,LEURS,MGC26121
LAS1L	FLJ12525
LASP1	MLN50,Lasp-1
LAT	LAT1
LAT2	WBSCR15,WBSCR5,WSCR5,HSPC046,LAB,NTAL
LATS1	WARTS
LATS2	NA
LAX1	LAX,FLJ20340
LAYN	FLJ30977,FLJ31092
LBH	NA
LBHD1	C11orf48,MGC2477
LBP	BPIFD2
LBR	DHCR14B,TDRD18
LBX1	LBX1H,HPX6
LBX2	NA
LCA5	C6orf152
LCA5L	C21orf13,MGC33295
LCAT	NA
LCE1A	LEP1
LCE1B	SPRL2A,LEP2
LCE1C	LEP3
LCE1D	LEP4
LCE1E	LEP5
LCE1F	LEP6
LCE2A	LEP9
LCE2B	SPRL1B,LEP10,XP5
LCE2C	LEP11
LCE2D	SPRL1A,LEP12
LCE3A	LEP13
LCE3B	LEP14
LCE3C	SPRL3A,LEP15
LCE3D	SPRL6B,SPRL6A,LEP16
LCE3E	LEP17
LCE4A	SPRL4A,LEP8
LCE5A	SPRL5A,LEP18
LCE6A	C1orf44
LCK	NA
LCLAT1	LYCAT,FLJ37965,ALCAT1,AGPAT8
LCMT1	CGI-68,PPMT1
LCMT2	KIAA0547,MGC9534,TYW4,PPM2
LCN1	VEGP,TP,PMFA,MGC71975,TLC
LCN2	NGAL,24p3
LCN6	NA
LCN8	LCN5
LCN9	NA
LCN10	NA
LCN12	MGC48935
LCN15	UNQ2541,PRO6093
LCNL1	FLJ45224
LCOR	MLR2,FLJ38026,KIAA1795
LCORL	MLR1,FLJ30696
LCP1	PLS2,CP64,L-PLASTIN,LC64P
LCP2	SLP76,SLP-76
LCT	NA
LCTL	KLPH,FLJ33279,KLG
LDB1	NLI,CLIM2
LDB2	CLIM1,LDB1
LDB3	CMD1C,PDLIM6,KIAA0613,ZASP
LDHA	NA
LDHAL6A	MGC23940,LDH6A
LDHAL6B	LDHAL6,LDHL,LDH6B
LDHB	NA
LDHC	CT32
LDHD	NA
LDLR	LDLCQ2
LDLRAD1	NA
LDLRAD2	NA
LDLRAD3	LRAD3
LDLRAD4	C18orf1
LDLRAP1	ARH,ARH2,FHCB1,FHCB2,MGC34705,DKFZp586D0624
LDOC1	BCUR1,Mar7,Mart7
LDOC1L	dJ1033E15.2,DKFZp761O17121,Mart6,Mar6
LEAP2	LEAP-2
LECT1	MYETS1,CHM-I,CHM1,chondromodulin,BRICD3
LECT2	chm-II,chm2
LEF1	TCF1ALPHA,TCF10,TCF7L3
LEFTY1	LEFTB,LEFTYB
LEFTY2	TGFB4,EBAF,LEFTA,LEFTYA
LEKR1	FLJ16641
LELP1	NA
LEMD1	LEMP-1,CT50
LEMD2	dJ482C21.1,NET25
LEMD3	MAN1
LENEP	LEP503
LENG1	NA
LENG8	KIAA1932,MGC40108,pp13842
LENG9	NA
LEO1	NA
LEP	OBS,OB
LEPR	OBR,CD295
LEPROT	OBRGRP,OB-RGRP,VPS55,FLJ90360
LEPROTL1	my047,Vps55
LETM1	NA
LETM2	FLJ25409
LETMD1	HCCR1
LEUTX	NA
LFNG	SCDO3
LGALS1	GBP
LGALS2	HL14
LGALS3	LGALS2,MAC-2,GALIG
LGALS3BP	MAC-2-BP,90K,BTBD17B,TANGO10B,M2BP,gp90,CyCAP
LGALS4	GAL4
LGALS7	GAL7,PIG1,TP53I1,LGALS7A
LGALS7B	GAL7
LGALS8	PCTA-1
LGALS9	LGALS9A
LGALS9B	NA
LGALS9C	NA
LGALS12	GRIP1
LGALS13	PP13,PLAC8
LGALS14	PPL13,CLC2
LGALS16	NA
LGALSL	HSPC159,GRP
LGI1	EPT,IB1099,ETL1,EPITEMPIN
LGI2	KIAA1916,FLJ10675
LGI3	NA
LGI4	NA
LGMN	PRSC1,LGMN1
LGR4	GPR48
LGR5	GPR67,GPR49,HG38,FEX
LGR6	FLJ14471
LGSN	GLULD1,LGS
LHB	LSH-B,CGB4,hLHB
LHCGR	HHG,LHR,LCGR,LGR2,ULG5
LHFP	MGC22429
LHFPL1	NA
LHFPL2	KIAA0206
LHFPL3	LHFPL4
LHFPL4	NA
LHFPL5	DFNB67,MGC33835,dJ510O8.8,Tmhs
LHPP	HDHD2B
LHX1	LIM-1,LIM1
LHX2	LH-2,hLhx2
LHX3	NA
LHX4	Gsh4
LHX5	NA
LHX6	LHX6.1
LHX8	Lhx7
LHX9	NA
LIAS	LAS
LIF	CDF,DIA,HILDA
LIFR	CD118
LIG1	NA
LIG3	LIG2
LIG4	NA
LILRA1	LIR-6,CD85i,LIR6
LILRA2	LIR-7,ILT1,CD85h,LIR7
LILRA3	LIR-4,HM43,ILT6,HM31,LIR4,CD85e
LILRA4	ILT7,CD85g
LILRA5	LILRB7,ILT11,LIR9,CD85,CD85f
LILRA6	LILRB6,ILT8,CD85b
LILRB1	LIR-1,ILT2,MIR-7,CD85,LIR1,CD85j
LILRB2	LIR-2,ILT4,MIR-10,LIR2,CD85d,MIR10
LILRB3	LIR-3,HL9,ILT5,LIR3,CD85a
LILRB4	LIR-5,ILT3,HM18,LIR5,CD85k
LILRB5	LIR-8,LIR8,CD85c
LIM2	MP19,MP17
LIMA1	EPLIN
LIMCH1	DKFZP686A01247,LIMCH1A,LMO7B
LIMD1	NA
LIMD2	MGC10986
LIME1	FLJ20406,dJ583P15.4,LIME
LIMK1	LIMK
LIMK2	NA
LIMS1	PINCH,PINCH1
LIMS2	NA
LIMS3	NA
LIMS3L	NA
LIN7A	MALS-1,TIP-33,LIN-7A,VELI1
LIN7B	MALS-2,LIN-7B,VELI2
LIN7C	MALS-3,Lin7c,LIN-7C,LIN-7-C,VELI3,FLJ11215
LIN9	TGS
LIN28A	LIN28,LIN-28,FLJ12457,ZCCHC1,CSDD1
LIN28B	FLJ16517,CSDD2
LIN37	ZK418.4,F25965,lin-37
LIN52	C14orf46
LIN54	MIP120,DKFZp686L1814,JC8.6,CXCDC1
LINGO1	LRRN6A,FLJ14594,LERN1
LINGO2	LRRN6C,LERN3
LINGO3	LRRN6B,LERN2
LINGO4	LRRN6D
LINS	LINS1,WINS1
LIPA	LAL,CESD
LIPC	HL,HTGL
LIPE	HSL
LIPF	HGL,HLAL
LIPG	EDL
LIPH	mPA-PLA1,PLA1B,mPA-PLA1alpha,LPDLR
LIPI	PRED5,LPDL,CT17,mPA-PLA1beta,PLA1C
LIPJ	LIPL1,bA425M17.2
LIPK	LIPL2,bA186O14.2
LIPM	LIPL3,bA304I5.1
LIPN	LIPL4,bA186O14.3
LIPT1	MGC12290,MGC13378
LIPT2	NA
LITAF	PIG7,SIMPLE,FLJ38636,TP53I7
LIX1	C5orf11
LIX1L	MGC46719
LKAAEAR1	C20orf201
LLGL1	DLG4,LLGL,HUGL,HUGL-1
LLGL2	HGL
LLPH	C12orf31,MGC14817,hLLP
LMAN1	F5F8D,MR60,ERGIC-53,ERGIC53,gp58,MCFD1,FMFD1
LMAN1L	ERGL,ERGIC-53L
LMAN2	C5orf8,GP36B,VIP36
LMAN2L	DKFZp564L2423,VIPL
LMBR1	C7orf2,ACHP,FLJ11665,ZRS
LMBR1L	FLJ10494,KIAA1174
LMBRD1	C6orf209,FLJ11240,bA810I22.1,cblF
LMBRD2	DKFZp434H2226
LMCD1	NA
LMF1	C16orf26,TMEM112,FLJ12681,JFP11,FLJ22302,TMEM112A
LMF2	TMEM153,TMEM112B
LMLN	Gp63,Msp
LMNA	LMN1,CMD1A,LGMD1B,PRO1,LMNL1,HGPS
LMNB1	NA
LMNB2	LMN2
LMNTD1	IFLTD1,FLJ36004,Pas1c1
LMNTD2	C11orf35,MGC35138
LMO1	RBTN1,TTG1,RHOM1
LMO2	RBTNL1,TTG2,RHOM2,RBTN2
LMO3	RBTNL2,Rhom-3,DAT1
LMO4	NA
LMO7	FBXO20,FBX20,KIAA0858
LMO7DN	C13orf45
LMOD1	64kD,D1,1D
LMOD2	NA
LMOD3	NA
LMTK2	KIAA1079,KPI2,KPI-2,cprk,LMR2,BREK,AATYK2,PPP1R100
LMTK3	KIAA1883,LMR3,TYKLM3,PPP1R101
LMX1A	LMX1,LMX1.1
LMX1B	NPS1
LNP1	NP3
LNPEP	CAP,PLAP,P-LAP
LNX1	LNX,MPDZ,PDZRN2
LNX2	PDZRN1,MGC46315
LOH12CR1	LOH1CR12
LONP1	PRSS15,LonHS,hLON,PIM1
LONP2	MGC4840,LONP,LONPL
LONRF1	FLJ23749,RNF191
LONRF2	FLJ45273,RNF192
LONRF3	RNF127,FLJ22612
LOR	NA
LOX	NA
LOXHD1	DFNB77,FLJ32670,LH2D1
LOXL1	LOXL,LOL
LOXL2	WS9-14
LOXL3	NA
LOXL4	FLJ21889,LOXC
LPA	LP
LPAR1	EDG2,edg-2,rec.1.3,vzg-1,Gpcr26,Mrec1.3,LPA1,GPR26
LPAR2	EDG4,EDG-4,LPA2
LPAR3	EDG7,LP-A3,Edg-7,RP4-678I3,HOFNH30,LPA3
LPAR4	GPR23,P2Y9,P2Y5-LIKE,P2RY9,LPA4
LPAR5	GPR93,GPR92,KPG_010,LPA5
LPAR6	P2RY5,P2Y5
LPCAT1	AYTL2,FLJ12443
LPCAT2	AYTL1,FLJ20481
LPCAT3	OACT5,MBOAT5,C3F,nessy
LPCAT4	AYTL3,AGPAT7,FLJ10257,LPAAT-eta,LPEAT2
LPGAT1	FAM34A,KIAA0205,FAM34A1,NET8
LPHN1	KIAA0821,CIRL1,LEC2
LPHN2	LPHH1,KIAA0786,LEC1
LPHN3	KIAA0768,LEC3
LPIN1	KIAA0188
LPIN2	KIAA0249
LPIN3	LIPN3L,SMP2
LPL	LIPD
LPO	SPO
LPP	NA
LPXN	LDPL
LRAT	LCA14
LRBA	CDC4L,BGL,LAB300,LBA
LRCH1	CHDC1,KIAA1016
LRCH2	KIAA1495
LRCH3	MGC4126
LRCH4	LRN,LRRN1
LRCOL1	NA
LRFN1	KIAA1484,SALM2
LRFN2	KIAA1246,SALM1,FIGLER2
LRFN3	MGC2656,SALM4,FIGLER1
LRFN4	MGC3103,SALM3.,FIGLER6
LRFN5	C14orf146,FIGLER8,SALM5
LRG1	LRG
LRGUK	FLJ32786
LRIF1	C1orf103,RIF1,FLJ11269
LRIG1	LIG-1,DKFZP586O1624,LIG1
LRIG2	KIAA0806
LRIG3	FLJ90440,KIAA3016
LRIT1	LRRC21,PAL,DKFZP434K091,FIGLER9
LRIT2	LRRC22,AC022389.4
LRIT3	FLJ44691,FIGLER4,CSNB1F
LRMP	JAW1
LRP1	APR,A2MR,LRP,CD91,LRP1A,APOER
LRP1B	LRP-DIT,LRPDIT
LRP2	gp330,DBS
LRP2BP	DKFZp761O0113
LRP3	LRP-3,hLRp105
LRP4	MEGF7,CLSS,LRP-4,SOST2
LRP5	LRP7,OPPG,EVR1,LR3,BMND1,HBM,OPS,OPTA1,VBCH2,EVR4
LRP5L	DKFZp434O0213
LRP6	ADCAD2
LRP8	APOER2,MCI1,LRP-8,HSZ75190
LRP10	DKFZP564C1940,MGC8675,LRP9,MST087,MSTP087
LRP11	bA350J20.3,MANSC3
LRP12	ST7,FLJ12929
LRPAP1	A2MRAP,HBP44
LRPPRC	LSFC,GP130,LRP130
LRR1	PPIL5,MGC20689,LRR-1
LRRC1	dJ523E19.1,LANO,FLJ10775,FLJ11834
LRRC2	NA
LRRC3	C21orf102
LRRC3B	LRP15
LRRC3C	NA
LRRC4	NAG14
LRRC4B	LRIG4,DKFZp761A179,HSM
LRRC4C	KIAA1580,NGL-1
LRRC6	TSLRP,LRTP,CILD19
LRRC7	KIAA1365,densin-180
LRRC8A	LRRC8,KIAA1437,FLJ10337,SWELL1
LRRC8B	TA-LRRP,KIAA0231
LRRC8C	AD158
LRRC8D	LRRC5,FLJ10470
LRRC8E	FLJ23420
LRRC10	HRLRRP,LRRC10A
LRRC10B	NA
LRRC14	KIAA0014,LRRC14A
LRRC14B	NA
LRRC15	LIB
LRRC16A	LRRC16,dJ501N12.1,FLJ20048,CARMIL,CARMIL1
LRRC16B	C14orf121,BC008134,crml-1,CARMIL3
LRRC17	P37NB,H_RG318M05.3
LRRC18	UNQ933,MGC34773,UNQ9338,VKGE9338
LRRC19	FLJ21302
LRRC20	FLJ10751,FLJ10844
LRRC23	B7,LRPB7
LRRC24	LRRC14OS
LRRC25	MAPA,FLJ38116
LRRC26	bA350O14.10,OTTHUMG00000020980
LRRC27	KIAA1674
LRRC28	MGC24976,FLJ34269,FLJ45242
LRRC29	FBXL9,FBL9
LRRC30	NA
LRRC31	FLJ23259
LRRC32	D11S833E,GARP
LRRC34	MGC27085
LRRC36	FLJ11004
LRRC37A	KIAA0563
LRRC37A2	FLJ45049
LRRC37A3	FLJ34306,KIAA0563
LRRC37B	NA
LRRC38	NA
LRRC39	MGC14816
LRRC40	FLJ20331
LRRC41	MUF1
LRRC42	MGC8974
LRRC43	MGC35140
LRRC45	MGC20806
LRRC46	MGC16309
LRRC47	KIAA1185,RP1-286D6.3
LRRC48	DKFZP586M1120
LRRC49	FLJ20156
LRRC52	FLJ25811
LRRC53	NA
LRRC55	FLJ45686
LRRC56	FLJ00101,DKFZp761L1518
LRRC57	FLJ36812
LRRC58	NA
LRRC59	PRO1855,FLJ21675
LRRC61	MGC3036,FLJ31392,HSPC295
LRRC63	RP11-139H14.4
LRRC66	NA
LRRC69	NA
LRRC70	SLRN,LOC100130733
LRRC71	C1orf92,FLJ32884
LRRC72	NA
LRRC73	C6orf154,dJ337H4.2
LRRC74A	C14orf166B,LRRC74
LRRC74B	NA
LRRC75A	C17orf76,FAM211A,FLJ35696
LRRC75B	C22orf36,FAM211B,MGC131773
LRRCC1	KIAA1764,CLERC,VFL1
LRRD1	IMAGE:4798971
LRRFIP1	FLAP-1,FLIIAP1,TRIP,GCF-2,HUFI-1
LRRFIP2	HUFI-2
LRRIQ1	FLJ12303,KIAA1801
LRRIQ3	LRRC44,MGC22773
LRRIQ4	LRRC64
LRRK1	FLJ23119,KIAA1790,Roco1,RIPK6
LRRK2	PARK8,ROCO2,DKFZp434H2111,FLJ45829,RIPK7
LRRN1	FIGLER3
LRRN2	LRRN5,GAC1,LRANK1,FIGLER7
LRRN3	NLRR3,FLJ11129,FIGLER5
LRRN4	C20orf75,dJ1056H1.1,NLRR4
LRRN4CL	NA
LRRTM1	FLJ32082
LRRTM2	KIAA0416
LRRTM3	NA
LRRTM4	FLJ12568
LRSAM1	FLJ31641
LRTM1	HT017
LRTM2	NA
LRTOMT	LRRC51,DFNB63,COMT2,CFAP111
LRWD1	DKFZp434K1815,ORCA,CENP-33
LSAMP	LAMP,IGLON3
LSG1	FLJ11301
LSM1	CASM,YJL124C
LSM2	C6orf28,G7b,YBL026W
LSM3	YLR438C,SMX4,USS2
LSM4	YER112W
LSM5	YER146W
LSM6	YDR378C
LSM7	YNL147W
LSM8	YJR022W
LSM10	MGC15749
LSM11	FLJ38273
LSM12	FLJ30656
LSM14A	C19orf13,FAM61A,DKFZP434D1335,RAP55A,RAP55
LSM14B	C20orf40,FAM61B,FT005,bA11M20.3,FLJ25473,LSM13,RAP55B
LSMEM1	C7orf53,FLJ39575
LSMEM2	C3orf45,FLJ38608
LSP1	WP34
LSR	LISCH7,ILDR3
LSS	OSC
LST1	LST-1,B144,D6S49E
LTA	TNFB,TNFSF1,LT
LTA4H	NA
LTB	TNFC,p33,TNFSF3
LTB4R	P2RY7,GPR16,CMKRL1,BLTR,P2Y7,LTB4R1
LTB4R2	BLTR2,BLT2,JULF2,NOP9
LTBP1	NA
LTBP2	LTBP3,C14orf141
LTBP3	LTBP2
LTBP4	LTBP-4,LTBP-4L,FLJ46318,FLJ90018
LTBR	D12S370,TNFCR,TNFR-RP,TNFR2-RP,TNF-R-III,TNFRSF3
LTC4S	MGC33147
LTF	HLF2
LTK	TYK1
LTN1	C21orf98,C21orf10,ZNF294,RNF160,KIAA0714,FLJ11053,LISTERIN
LTV1	C6orf93,FLJ14909,dJ468K18.4
LUC7L	LUC7B1,hLuc7B1,Luc7
LUC7L2	CGI-74,CGI-59,H_NH0792N18.3,FLJ10657,LUC7B2,hLuc7B2
LUC7L3	LUC7A,CROP,OA48-18,CREAP-1,FLJ11063,CRA,hLuc7A
LUM	LDC,SLRR2D
LURAP1	C1orf190,FLJ25163,LRAP35a
LURAP1L	C9orf150,MGC46502,FLJ38505,bA3L8.2
LUZP1	LUZP
LUZP2	NA
LUZP4	HOM-TES-85,CT-8,CT28
LUZP6	MTPNUT,MPD6
LVRN	APQ,FLJ90650,AQPEP,TAQPEP
LXN	NA
LY6D	E48
LY6E	TSA-1,RIG-E,SCA-2
LY6G5B	C6orf19,G5b
LY6G5C	C6orf20,G5c,NG33
LY6G6C	C6orf24,G6c,NG24
LY6G6D	C6orf23,MEGT1,Ly6-D,G6D,LY6-D,NG25
LY6G6F	LY6G6D,C6orf21,G6f,NG32
LY6H	NMLY6
LY6K	HSJ001348,FLJ35226,CT97
LY9	CD229,mLY9,SLAMF3,hly9
LY75	DEC-205,CLEC13B,CD205
LY86	MD-1,dJ80N2.1
LY96	MD-2
LYAR	ZC2HC2,ZLYAR
LYG1	SALW1939
LYG2	LYGH
LYL1	bHLHa18
LYN	JTK8
LYNX1	SLURP2
LYPD1	LYPDC1,MGC29643
LYPD2	LYPDC2,RGTR430,UNQ430
LYPD3	C4.4A
LYPD4	MGC42718
LYPD5	FLJ30469
LYPD6	MGC52057
LYPD6B	CT116,LYPD7
LYPD8	NA
LYPLA1	LPL1
LYPLA2	APT-2
LYPLAL1	Q96AV0
LYRM1	A211C6.1
LYRM2	DJ122O8.2
LYRM4	C6orf149,CGI-203,ISD11
LYRM5	NA
LYRM7	C5orf31,FLJ20796,MZM1L
LYRM9	C17orf108,HSD24
LYSMD1	SB145,MGC35223,RP11-68I18.5
LYSMD2	MGC35274
LYSMD3	FLJ13542
LYSMD4	FLJ33008
LYST	CHS1,CHS
LYVE1	XLKD1,LYVE-1
LYZ	NA
